task_id,model,model_full,condition,run_id,passed,cc,mi,loc,cognitive,tokens_in,tokens_out,latency_s,cost_usd
HumanEval/43,gpt4o,gpt-4o,baseline,3,True,3,75.60345168368548,22,3,185,186,2.254,0.002322
HumanEval/43,gpt4o,gpt-4o,minimal,1,True,3,73.70567794030467,7,3,234,42,1.586,0.001005
HumanEval/43,gpt4o,gpt-4o,minimal,2,True,3,73.70567794030467,7,3,234,42,1.669,0.001005
HumanEval/43,gpt4o,gpt-4o,minimal,3,True,3,73.70567794030467,7,3,234,42,2.502,0.001005
HumanEval/63,claude,claude-sonnet-5,baseline,1,True,5,85.92579687428594,24,4,248,299,3.321,0.003486
HumanEval/63,claude,claude-sonnet-5,baseline,2,True,5,86.04913399470338,24,4,248,301,3.248,0.003506
HumanEval/63,claude,claude-sonnet-5,baseline,3,True,5,85.92579687428594,24,4,248,299,3.429,0.003486
HumanEval/63,claude,claude-sonnet-5,minimal,1,True,5,64.04702986045525,11,4,330,103,2.445,0.00169
HumanEval/63,claude,claude-sonnet-5,minimal,2,True,5,64.04702986045525,11,4,330,103,2.39,0.00169
HumanEval/63,claude,claude-sonnet-5,minimal,3,True,5,64.04702986045525,11,4,330,103,2.324,0.00169
HumanEval/63,gpt4o,gpt-4o,baseline,1,True,5,82.00132535468009,23,4,175,224,3.614,0.002677
HumanEval/63,gpt4o,gpt-4o,baseline,2,True,5,82.00132535468009,23,4,175,224,2.864,0.002677
HumanEval/63,gpt4o,gpt-4o,baseline,3,True,5,65.274559393729,10,4,175,90,2.788,0.001338
HumanEval/63,gpt4o,gpt-4o,minimal,1,True,5,65.274559393729,10,4,224,90,2.001,0.00146
HumanEval/63,gpt4o,gpt-4o,minimal,2,True,5,65.274559393729,9,4,224,90,2.711,0.00146
HumanEval/63,gpt4o,gpt-4o,minimal,3,True,5,65.274559393729,9,4,224,90,2.727,0.00146
HumanEval/99,claude,claude-sonnet-5,baseline,1,True,2,67.80113938513199,23,2,243,266,4.889,0.003146
HumanEval/99,claude,claude-sonnet-5,baseline,2,True,6,84.90254297413811,37,10,243,425,4.621,0.004736
HumanEval/99,claude,claude-sonnet-5,baseline,3,True,2,67.80113938513199,23,2,243,250,3.441,0.002986
HumanEval/99,claude,claude-sonnet-5,minimal,1,True,2,73.62420098084343,25,2,325,322,3.861,0.00387
HumanEval/99,claude,claude-sonnet-5,minimal,2,True,2,73.62420098084343,25,2,325,435,4.75,0.005
HumanEval/99,claude,claude-sonnet-5,minimal,3,False,1,100.0,21,0,325,576,6.212,0.00641
HumanEval/99,gpt4o,gpt-4o,baseline,1,True,2,73.18680209898402,6,2,184,45,2.357,0.00091
HumanEval/99,gpt4o,gpt-4o,baseline,2,True,2,73.18680209898402,6,2,184,45,1.882,0.00091
HumanEval/99,gpt4o,gpt-4o,baseline,3,True,2,73.18680209898402,6,2,184,45,1.984,0.00091
HumanEval/99,gpt4o,gpt-4o,minimal,1,True,2,73.18680209898402,6,2,233,45,1.755,0.001032
HumanEval/99,gpt4o,gpt-4o,minimal,2,True,2,73.18680209898402,6,2,233,45,1.625,0.001032
HumanEval/99,gpt4o,gpt-4o,minimal,3,True,2,73.18680209898402,6,2,233,45,1.698,0.001032
HumanEval/49,claude,claude-sonnet-5,baseline,1,False,2,77.60596859727508,18,1,163,165,4.145,0.001976
HumanEval/49,claude,claude-sonnet-5,baseline,2,False,2,72.41966851140586,17,1,163,157,2.313,0.001896
HumanEval/49,claude,claude-sonnet-5,baseline,3,False,2,72.41966851140586,17,1,163,157,2.815,0.001896
HumanEval/49,claude,claude-sonnet-5,minimal,1,False,2,72.41966851140586,17,1,245,157,3.089,0.00206
HumanEval/49,claude,claude-sonnet-5,minimal,2,False,2,72.41966851140586,17,1,245,157,3.25,0.00206
HumanEval/49,claude,claude-sonnet-5,minimal,3,False,2,72.41966851140586,17,1,245,157,2.815,0.00206
HumanEval/49,gpt4o,gpt-4o,baseline,1,False,3,83.88300620094215,21,3,134,166,2.366,0.001995
HumanEval/49,gpt4o,gpt-4o,baseline,2,True,1,100.0,14,0,134,114,2.191,0.001475
HumanEval/49,gpt4o,gpt-4o,baseline,3,False,3,83.88300620094215,21,3,134,166,2.16,0.001995
HumanEval/49,gpt4o,gpt-4o,minimal,1,True,1,100.0,2,0,183,25,1.529,0.000708
HumanEval/49,gpt4o,gpt-4o,minimal,2,True,1,100.0,2,0,183,25,1.849,0.000708
HumanEval/49,gpt4o,gpt-4o,minimal,3,True,1,100.0,2,0,183,25,2.119,0.000708
HumanEval/65,claude,claude-sonnet-5,baseline,1,True,3,88.59590459089456,15,2,156,197,3.683,0.002282
HumanEval/65,claude,claude-sonnet-5,baseline,2,True,3,88.59590459089456,15,2,156,200,3.074,0.002312
HumanEval/65,claude,claude-sonnet-5,baseline,3,True,3,88.59590459089456,15,2,156,187,2.863,0.002182
HumanEval/65,claude,claude-sonnet-5,minimal,1,True,3,86.0174827437805,14,2,238,184,3.146,0.002316
HumanEval/65,claude,claude-sonnet-5,minimal,2,True,3,86.0174827437805,14,2,238,184,2.669,0.002316
HumanEval/65,claude,claude-sonnet-5,minimal,3,True,3,86.0174827437805,14,2,238,184,3.151,0.002316
HumanEval/65,gpt4o,gpt-4o,baseline,1,False,2,89.55060239441104,15,1,110,130,2.828,0.001575
HumanEval/65,gpt4o,gpt-4o,baseline,2,False,2,89.55060239441104,15,1,110,127,2.69,0.001545
HumanEval/65,gpt4o,gpt-4o,baseline,3,False,2,89.55060239441104,15,1,110,127,2.44,0.001545
HumanEval/65,gpt4o,gpt-4o,minimal,1,False,2,67.1718243110401,7,1,159,53,1.851,0.000927
HumanEval/65,gpt4o,gpt-4o,minimal,2,True,2,67.1718243110401,7,1,159,53,2.037,0.000927
HumanEval/65,gpt4o,gpt-4o,minimal,3,True,2,67.1718243110401,7,1,159,53,2.009,0.000927
HumanEval/118,claude,claude-sonnet-5,baseline,1,True,5,81.01307382068575,21,7,255,307,3.343,0.00358
HumanEval/118,claude,claude-sonnet-5,baseline,2,True,5,81.01307382068575,21,7,255,308,4.101,0.00359
HumanEval/118,claude,claude-sonnet-5,baseline,3,True,5,81.01307382068575,21,7,255,309,3.841,0.0036
HumanEval/118,claude,claude-sonnet-5,minimal,1,True,5,81.01307382068575,21,7,337,308,4.008,0.003754
HumanEval/118,claude,claude-sonnet-5,minimal,2,True,5,81.01307382068575,21,7,337,308,4.09,0.003754
HumanEval/118,claude,claude-sonnet-5,minimal,3,True,5,81.01307382068575,21,7,337,308,3.676,0.003754
HumanEval/118,gpt4o,gpt-4o,baseline,1,True,5,68.40725705546355,6,4,174,74,1.715,0.001175
HumanEval/118,gpt4o,gpt-4o,baseline,2,True,5,66.94688219394216,7,4,174,80,2.219,0.001235
HumanEval/118,gpt4o,gpt-4o,baseline,3,True,5,66.94688219394216,9,4,174,80,2.21,0.001235
HumanEval/118,gpt4o,gpt-4o,minimal,1,True,5,68.40725705546355,6,4,223,74,2.95,0.001298
HumanEval/118,gpt4o,gpt-4o,minimal,2,True,5,68.40725705546355,6,4,223,74,2.695,0.001298
HumanEval/118,gpt4o,gpt-4o,minimal,3,True,5,68.40725705546355,6,4,223,74,1.816,0.001298
HumanEval/115,claude,claude-sonnet-5,baseline,1,True,2,84.58174335197131,4,0,474,51,2.731,0.001458
HumanEval/115,claude,claude-sonnet-5,baseline,2,True,2,84.58174335197131,4,0,474,51,2.721,0.001458
HumanEval/115,claude,claude-sonnet-5,baseline,3,True,2,84.58174335197131,4,0,474,51,2.535,0.001458
HumanEval/115,claude,claude-sonnet-5,minimal,1,True,2,84.58174335197131,4,0,556,51,3.428,0.001622
HumanEval/115,claude,claude-sonnet-5,minimal,2,True,2,84.58174335197131,4,0,556,51,2.641,0.001622
HumanEval/115,claude,claude-sonnet-5,minimal,3,True,2,84.58174335197131,4,0,556,51,2.77,0.001622
HumanEval/115,gpt4o,gpt-4o,baseline,1,False,2,84.58174335197131,3,0,350,35,1.987,0.001225
HumanEval/115,gpt4o,gpt-4o,baseline,2,False,2,81.85633424453339,5,0,350,38,1.741,0.001255
HumanEval/115,gpt4o,gpt-4o,baseline,3,False,2,81.85633424453339,5,0,350,38,1.625,0.001255
HumanEval/115,gpt4o,gpt-4o,minimal,1,False,2,84.58174335197131,3,0,399,33,1.611,0.001327
HumanEval/115,gpt4o,gpt-4o,minimal,2,False,2,84.58174335197131,3,0,399,33,1.377,0.001327
HumanEval/115,gpt4o,gpt-4o,minimal,3,False,2,84.58174335197131,3,0,399,33,2.411,0.001327
HumanEval/64,claude,claude-sonnet-5,baseline,1,True,5,91.6295931738064,21,2,215,239,3.184,0.00282
HumanEval/64,claude,claude-sonnet-5,baseline,2,True,5,91.6295931738064,21,2,215,239,3.303,0.00282
HumanEval/64,claude,claude-sonnet-5,baseline,3,True,5,91.6295931738064,21,2,215,239,3.034,0.00282
HumanEval/64,claude,claude-sonnet-5,minimal,1,False,4,92.87161138341399,21,1,297,237,3.418,0.002964
HumanEval/64,claude,claude-sonnet-5,minimal,2,False,4,71.68722804117589,6,1,297,76,2.445,0.001354
HumanEval/64,claude,claude-sonnet-5,minimal,3,False,4,92.87161138341399,21,1,297,237,2.954,0.002964
HumanEval/64,gpt4o,gpt-4o,baseline,1,True,4,85.03610963629318,26,1,153,252,3.218,0.002903
HumanEval/64,gpt4o,gpt-4o,baseline,2,True,5,84.451916967035,28,2,153,266,3.356,0.003043
HumanEval/64,gpt4o,gpt-4o,baseline,3,True,5,85.04039756713365,27,2,153,252,3.668,0.002903
HumanEval/64,gpt4o,gpt-4o,minimal,1,True,5,70.34880109753878,6,2,202,57,1.842,0.001075
HumanEval/64,gpt4o,gpt-4o,minimal,2,True,5,70.34880109753878,6,2,202,57,2.627,0.001075
HumanEval/64,gpt4o,gpt-4o,minimal,3,True,5,70.44520983156832,6,2,202,58,1.879,0.001085
HumanEval/16,claude,claude-sonnet-5,baseline,1,True,1,100.0,8,0,143,118,2.702,0.001466
HumanEval/16,claude,claude-sonnet-5,baseline,2,True,1,100.0,8,0,143,118,2.72,0.001466
HumanEval/16,claude,claude-sonnet-5,baseline,3,True,1,100.0,8,0,143,118,2.933,0.001466
HumanEval/16,claude,claude-sonnet-5,minimal,1,True,1,100.0,8,0,225,118,2.631,0.00163
HumanEval/16,claude,claude-sonnet-5,minimal,2,True,1,100.0,8,0,225,118,2.478,0.00163
HumanEval/16,claude,claude-sonnet-5,minimal,3,True,1,100.0,8,0,225,118,2.731,0.00163
HumanEval/16,gpt4o,gpt-4o,baseline,1,True,1,100.0,8,0,101,78,2.195,0.001032
HumanEval/16,gpt4o,gpt-4o,baseline,2,True,1,100.0,8,0,101,78,1.924,0.001032
HumanEval/16,gpt4o,gpt-4o,baseline,3,True,1,100.0,8,0,101,78,2.481,0.001032
HumanEval/16,gpt4o,gpt-4o,minimal,1,True,1,100.0,2,0,150,24,1.604,0.000615
HumanEval/16,gpt4o,gpt-4o,minimal,2,True,1,100.0,2,0,150,24,1.581,0.000615
HumanEval/16,gpt4o,gpt-4o,minimal,3,True,1,100.0,2,0,150,24,1.506,0.000615
